"personId","last_name","first_name","wealth_millions","conglomorate","industry","birth_date","gender","cityID","citizenshipID","name_suffix"
"1231","Li","Hongxin","2500","1","Manufacturing","3/7/1953","M","712","21",""
"1232","Lin","Chen-hai","2500","0","Real Estate","3/1/1947","M","627","75",""
"1233","Lu","Yiwen","2500","0","Fashion & Retail","1/1/1987","F","589","21",""
"1234","Mahagitsiri","Prayudh","2500","0","Food & Beverage","1/1/1946","M","35","77",""
"1235","Michel","Willy","2500","0","Healthcare","1/1/1947","M","90","74",""
"1236","Mittal","Lachhman Das","2500","0","Automotive","11/5/1930","M","149","38",""
"1237","Murphy","Bobby","2500","0","Technology","7/19/1988","M","664","83",""
"1238","Olivo Lopez","Tomas","2500","0","Real Estate","1/1/1974","M","393","71",""
"1239","Ozmen","Eren","2500","0","Manufacturing","9/3/1958","F","532","83",""
"1240","Pritzker","John","2500","0","Finance & Investments","8/10/1953","M","557","83",""
"1241","Qiu","Minxiu","2500","0","Technology","9/17/1945","F","585","21",""
"1242","Sahenk","Ferit Faik","2500","0","Diversified","3/18/1964","M","274","78",""
"1243","Shen","Wenrong","2500","0","Metals & Mining","2/13/1946","M","726","21",""
"1244","Shi","Yuzhu","2500","0","Diversified","9/1/1962","M","584","21",""
"1245","Sutton","Jeff","2500","0","Real Estate","1/17/1960","M","451","83",""
"1246","Sy","Henry","2500","0","Diversified","1/1/1954","M","391","61","Jr."
"1247","Tan","Andrew","2500","0","Diversified","2/1/1952","M","391","61",""
"1248","Tiku","Arvind","2500","0","Energy","2/22/1970","M","593","38",""
"1249","Trott","Byron","2500","0","Finance & Investments","12/2/1958","M","693","83",""
"1250","Trump","Donald","2500","0","Real Estate","6/14/1946","M","483","83",""
"1251","Unger","Peter","2500","0","Automotive","8/20/1944","M","447","32",""
"1252","Wang","Roger","2500","0","Fashion & Retail","1/1/1949","M","437","83",""
"1253","Winfrey","Oprah","2500","0","Media & Entertainment","1/29/1954","F","424","83",""
"1254","Wu","Zhigang","2500","1","Food & Beverage","1/14/1935","M","588","21",""
"1255","Xie","Weitong","2500","0","Metals & Mining","1/1/1957","M","657","75",""
"1256","Ye","Guofu","2500","0","Fashion & Retail","1/1/1978","M","225","21",""
"1257","Acton","Brian","2400","0","Technology","2/17/1972","M","485","83",""
"1258","Al Futtaim","Abdulla","2400","1","Automotive","1/1/1940","M","158","81",""
"1259","Bass","Edward","2400","0","Energy","9/10/1945","M","190","83",""
"1260","Bekker","Koos","2400","0","Media & Entertainment","12/14/1952","M","96","69",""
"1261","Braun","Otto Philipp","2400","0","Healthcare","1/1/1978","M","403","32",""
"1262","Chen","Tei-fu","2400","0","Fashion & Retail","4/19/1948","M","369","75",""
"1263","Diniz","Abilio dos Santos","2400","0","Fashion & Retail","12/28/1936","M","571","14",""
"1264","Erni","Marcel","2400","0","Finance & Investments","1/1/1965","M","733","74",""
"1265","Fisher","Doris","2400","0","Fashion & Retail","8/23/1931","F","557","83",""
"1266","Ford","Gerald","2400","0","Finance & Investments","8/4/1944","M","140","83",""
"1267","Fraisse","Bernard","2400","1","Healthcare","8/10/1956","M","492","30",""
"1268","Gantner","Alfred","2400","0","Finance & Investments","4/1/1968","M","733","74",""
"1269","Gauselmann","Paul","2400","1","Gambling & Casinos","8/26/1934","M","179","32",""
"1270","Goldhar","Mitchell","2400","0","Real Estate","7/15/1961","M","463","18",""
"1271","Hargreaves","Peter","2400","0","Finance & Investments","10/5/1946","M","78","82",""
"1272","Hua","Xuande","2400","1","Healthcare","10/30/1943","M","629","21",""
"1273","Kwek","Leng Kee","2400","0","Diversified","1/1/1955","M","593","67",""
"1274","Lozick","Catherine","2400","0","Manufacturing","5/1/1945","F","189","83",""
"1275","Maran","Kalanithi","2400","0","Media & Entertainment","7/26/1965","M","113","38",""
"1276","McCaleb","Jed","2400","0","Finance & Investments","1/1/1975","M","51","83",""
"1277","Ozmen","Fatih","2400","0","Manufacturing","2/2/1958","M","532","83",""
"1278","Pan","Laican","2400","0","Food & Beverage","1/1/1964","M","191","21",""
"1279","Peterson","Tor","2400","0","Metals & Mining","8/7/1964","M","733","83",""
"1280","Pritzker","Daniel","2400","0","Finance & Investments","9/15/1959","M","395","83",""
"1281","Qi","Jinxing","2400","0","Real Estate","3/28/1962","M","230","21",""
"1282","Qiu","Jianping","2400","1","Manufacturing","1/28/1962","M","230","21",""
"1283","Raheja","Rajan","2400","1","Diversified","6/1/1954","M","431","38",""
"1284","Reinhart","Matthias","2400","0","Finance & Investments","1/1/1960","M","734","74",""
"1285","Schuijff","Arnout","2400","0","Technology","10/16/1967","M","16","55",""
"1286","Sy","Hans","2400","0","Diversified","9/29/1955","M","391","61",""
"1287","Sy","Herbert","2400","0","Diversified","10/1/1956","M","391","61",""
"1288","Tan","Lucio","2400","0","Diversified","7/17/1934","M","391","61",""
"1289","Tsai","Ming-kai","2400","0","Technology","4/6/1950","M","256","75",""
"1290","Turner","Ted","2400","0","Media & Entertainment","11/19/1938","M","24","83",""
"1291","Walentas","David","2400","0","Real Estate","8/7/1938","M","451","83",""
"1292","Wietlisbach","Urs","2400","0","Finance & Investments","8/25/1961","M","733","74",""
"1293","Yang","Jerry","2400","0","Technology","11/6/1968","M","368","83",""
"1294","Yang","Jianliang","2400","1","Manufacturing","6/1/1969","M","700","21",""
"1295","Yang","Weidong","2400","1","Manufacturing","9/9/1968","M","282","21",""
"1296","Zuckerman","Mortimer","2400","0","Real Estate","6/4/1937","M","451","83",""
"1297","Armitage","John","2300","0","Finance & Investments","12/1/1959","M","365","40",""
"1298","Bass","Lee","2300","0","Energy","5/24/1956","M","190","83",""
"1299","Bicket","John","2300","0","Technology","3/20/1980","M","557","83",""
"1300","Biswas","Sanjit","2300","0","Technology","1/12/1982","M","557","83",""
"1301","Boyle","Timothy","2300","0","Fashion & Retail","9/7/1949","M","508","83",""
"1302","Chang","Morris","2300","0","Technology","7/10/1931","M","256","75",""
"1303","Chao","Teng-hsiung","2300","0","Real Estate","10/4/1944","M","627","75",""
"1304","Chu","Lam Yiu","2300","0","Manufacturing","12/1/1969","F","253","35",""
"1305","Dinesh","K.","2300","0","Technology","6/6/1954","M","34","38",""
"1306","Duff","James","2300","0","Diversified","3/7/1961","M","233","83",""
"1307","Duff","Thomas","2300","0","Diversified","12/31/1956","M","233","83",""
"1308","Ek","Daniel","2300","0","Technology","2/21/1983","M","612","73",""
"1309","Fisher","John","2300","0","Fashion & Retail","6/1/1961","M","557","83",""
"1310","Haub","Georg","2300","0","Fashion & Retail","1/1/1962","M","52","32",""
"1311","Ilicak","Erman","2300","0","Construction & Engineering","10/3/1967","M","17","78",""
"1312","Ishbia","Justin","2300","0","Finance & Investments","9/18/1977","M","117","83",""
"1313","Jiang","Long","2300","0","Technology","2/1/1974","M","675","21",""
"1314","Karsh","Bruce","2300","0","Finance & Investments","10/10/1955","M","369","83",""
"1315","Kim","Bom","2300","0","Technology","10/1/1978","M","582","83",""
"1316","Lai","Jianping","2300","0","Food & Beverage","1/1/1964","M","191","21",""
"1317","Lam","Kong","2300","0","Healthcare","6/15/1964","M","253","21",""
"1318","Lansdown","Stephen","2300","0","Finance & Investments","8/30/1952","M","605","34",""
"1319","Li","Haiyan","2300","0","Food & Beverage","1/1/1964","F","112","21",""
"1320","Li","Hua","2300","0","Finance & Investments","1/1/1978","M","589","21",""
"1321","Lim","Kok Thay","2300","0","Gambling & Casinos","8/16/1951","M","317","50",""
"1322","Mariwala","Kishore","2300","0","Food & Beverage","2/14/1935","M","431","38",""
"1323","Mathile","Clayton","2300","0","Food & Beverage","1/11/1941","M","80","83",""
"1324","Mi","Enhua","2300","0","Fashion & Retail","4/1/1958","M","659","21",""
"1325","Moshkovich","Vadim","2300","0","Food & Beverage","4/6/1967","M","427","66",""
"1326","Murdock","David","2300","0","Food & Beverage","4/10/1923","M","665","83",""
"1327","Nahmad","David","2300","0","Fashion & Retail","4/14/1947","M","451","52",""
"1328","Parisotto","Lirio","2300","0","Finance & Investments","12/18/1953","M","390","14",""
"1329","Perfetti","Augusto","2300","0","Food & Beverage","1/1/1956","M","375","42",""
"1330","Perfetti","Giorgio","2300","0","Food & Beverage","1/1/1956","M","375","42",""
"1331","Prada","Alberto","2300","0","Fashion & Retail","2/21/1954","M","412","42",""
"1332","Prada","Marina","2300","0","Fashion & Retail","7/14/1945","F","412","42",""
"1333","Sahenk","Filiz","2300","0","Diversified","2/14/1967","F","274","78",""
"1334","Sands","Richard","2300","0","Food & Beverage","3/3/1951","M","150","83",""
"1335","Schmidheiny","Stephan","2300","0","Finance & Investments","10/29/1947","M","261","74",""
"1336","Siccardi","Alberto","2300","1","Healthcare","5/1/1944","M","375","74",""
"1337","Soloviev","Stefan","2300","0","Real Estate","5/21/1975","M","150","83",""
"1338","Tang","Yiu","2300","0","Fashion & Retail","4/1/1934","M","253","35",""
"1339","Tian","Ming","2300","0","Technology","12/20/1953","M","235","21",""
"1340","Tsai","T.Y.","2300","0","Finance & Investments","1/1/1953","M","627","75",""
"1341","Ullal","Jayshree","2300","0","Technology","3/27/1961","F","573","83",""
"1342","von Opel","Georg","2300","0","Finance & Investments","5/4/1966","M","365","74",""
"1343","Walker","Lang","2300","0","Real Estate","7/5/1945","M","623","5",""
"1344","Wang","Xicheng","2300","1","Manufacturing","11/1/1948","M","728","21",""
"1345","Wang","Zhenhua","2300","0","Real Estate","3/1/1962","M","584","21",""
"1346","Wesjohann","Paul-Heinz","2300","1","Food & Beverage","5/25/1943","M","527","32",""
"1347","Xie","Bingkun","2300","1","Fashion & Retail","8/25/1966","M","199","21",""
"1348","Xu","Shugen","2300","0","Manufacturing","6/12/1965","M","230","21",""
"1349","Zeller","Christoph","2300","0","Healthcare","5/4/1957","M","661","47",""
"1350","Zhang","Jingzhang","2300","1","Manufacturing","1/1/1936","M","459","21",""
"1351","Argyros","George","2200","1","Real Estate","2/4/1937","M","455","83",""
"1352","Armstrong","Brian","2200","0","Finance & Investments","1/25/1983","M","557","83",""
"1353","Avdolyan","Albert","2200","0","Energy","11/8/1970","M","427","66",""
"1354","Bacaksiz","Sezai","2200","0","Diversified","7/27/1949","M","17","78",""
"1355","Bhusri","Aneel","2200","0","Technology","2/4/1966","M","557","83",""
"1356","Blundy","Brett","2200","0","Fashion & Retail","1/17/1960","M","489","5",""
"1357","Brown","J. Hyatt","2200","0","Finance & Investments","7/12/1937","M","475","83",""
"1358","Chen","Jinxia","2200","0","Finance & Investments","3/28/1968","F","584","21",""
"1359","Chen","Xueli","2200","0","Healthcare","10/1/1951","M","676","21",""
"1360","Desmond","Dermot","2200","0","Finance & Investments","7/1/1950","M","159","40",""
"1361","Dong","Wei","2200","0","Healthcare","1/1/1971","M","348","21",""
"1362","Ford","Tom","2200","0","Fashion & Retail","8/27/1961","M","369","83",""
"1363","Fu","Guangming","2200","1","Food & Beverage","10/2/1953","M","438","21",""
"1364","Gottesman","Noam","2200","0","Finance & Investments","5/24/1961","M","451","83",""
"1365","Gundlach","Jeffrey","2200","0","Finance & Investments","1/1/1959","M","369","83",""
"1366","Hao","Hong","2200","0","Healthcare","1/1/1956","M","644","83",""
"1367","Harlap","Shmuel","2200","0","Automotive","11/13/1944","M","637","41",""
"1368","Hector","Hans-Werner","2200","0","Technology","1/17/1940","M","677","32",""
"1369","Helmig","Lutz Mario","2200","1","Healthcare","8/29/1946","M","219","32",""
"1370","Huang","Chulong","2200","0","Real Estate","1/1/1959","M","589","18",""
"1371","James","Thomas","2200","0","Finance & Investments","5/10/1942","M","549","83",""
"1372","Jannard","James","2200","0","Fashion & Retail","6/8/1949","M","559","83",""
"1373","Johnson","Willis","2200","0","Automotive","5/26/1947","M","193","83",""
"1374","Lai","Shixian","2200","0","Fashion & Retail","1/1/1975","M","522","21",""
"1375","Larsen","Chris","2200","0","Finance & Investments","6/15/1960","M","557","83",""
"1376","Lew","Solomon","2200","0","Fashion & Retail","3/22/1945","M","402","5",""
"1377","Liang","Xinjun","2200","0","Diversified","10/1/1968","M","593","67",""
"1378","Link","Harald","2200","0","Diversified","1/12/1955","M","35","77",""
"1379","Lytvyn","Max","2200","0","Technology","1/1/1980","M","557","18",""
"1380","Makarov","Igor","2200","0","Energy","4/15/1962","M","409","23",""
"1381","Marks","Howard","2200","0","Finance & Investments","4/23/1946","M","451","83",""
"1382","Munger","Charles","2200","0","Finance & Investments","1/1/1924","M","369","83",""
"1383","Neumann","Adam","2200","0","Real Estate","4/1/1979","M","409","41",""
"1384","Nguyen","Thi Phuong Thao","2200","0","Diversified","6/7/1970","F","250","87",""
"1385","Ni","Yongpei","2200","1","Food & Beverage","1/23/1952","M","361","21",""
"1386","Pratt","Heloise","2200","0","Manufacturing","9/13/1962","F","402","5",""
"1387","Qi","Xiangdong","2200","0","Technology","10/1/1970","M","44","21",""
"1388","Ragon","Phillip T. (Terry)","2200","0","Technology","6/1/1949","M","70","83",""
"1389","Reddy","Prathap","2200","0","Healthcare","2/5/1932","M","113","38",""
"1390","Reinsdorf","Jerry","2200","0","Sports","2/25/1936","M","117","83",""
"1391","Richison","Chad","2200","0","Technology","10/10/1970","M","169","83",""
"1392","Scheufele","Karl","2200","1","Fashion & Retail","1/1/1939","M","203","74",""
"1393","Schwartz","Alice","2200","0","Healthcare","7/2/1926","F","172","83",""
"1394","Shevchenko","Alex","2200","0","Technology","1/1/1980","M","657","18",""
"1395","Shriram","Kavitark Ram","2200","0","Technology","1/21/1957","M","405","83",""
"1396","Soffer","Jeffrey","2200","0","Real Estate","12/13/1967","M","29","83",""
"1397","Stone","William","2200","0","Technology","4/9/1955","M","165","83",""
"1398","Swieca","Henry","2200","0","Finance & Investments","5/9/1957","M","451","83",""
"1399","Sy","Harley","2200","0","Diversified","6/1/1959","M","391","61",""
"1400","Sy-Coson","Teresita","2200","0","Diversified","10/1/1950","F","391","61",""
"1401","Tada","Katsumi","2200","0","Real Estate","7/12/1945","M","645","43",""
"1402","Tang","Jinkui","2200","1","Manufacturing","9/19/1955","M","622","21",""
"1403","Tang","Xiao'ou","2200","0","Technology","1/1/1968","M","584","35",""
"1404","Tham","Lottie","2200","1","Fashion & Retail","4/18/1949","F","612","73",""
"1405","Vayalil","Shamsheer","2200","0","Healthcare","1/11/1977","M","6","38",""
"1406","Vembu","Radha","2200","0","Technology","12/24/1972","F","113","38",""
"1407","Wang","Wenmo","2200","0","Fashion & Retail","1/1/1957","M","522","21",""
"1408","Wang","Zhenghua","2200","0","Service","4/25/1944","M","584","21",""
"1409","Wertheim","David","2200","0","Food & Beverage","1/1/1958","M","657","41",""
"1410","Wu","Kai","2200","0","Energy","1/1/1968","M","460","21",""
"1411","Xu","Yingzhuo","2200","0","Food & Beverage","1/1/1968","M","225","21",""
"1412","Yeung","Kin-man","2200","0","Manufacturing","4/1/1964","M","253","35",""
"1413","Yu","Huijiao","2200","0","Logistics","4/1/1966","M","584","21",""
"1414","Zeev","Oren","2200","0","Finance & Investments","9/23/1964","M","367","41",""
"1415","Zekelman","Clayton","2200","0","Manufacturing","1/1/1969","M","692","18",""
"1416","Zhao","Fenggang","2200","0","Energy","1/1/1966","M","460","21",""
"1417","Beard","Alex","2100","0","Metals & Mining","8/3/1967","M","365","82",""
"1418","Boersma","Travis","2100","0","Food & Beverage","1/1/1971","M","217","83",""
"1419","Bouygues","Martin","2100","0","Construction & Engineering","1/1/1955","M","492","30",""
"1420","Boyd","William","2100","1","Gambling & Casinos","11/4/1931","M","339","83",""
"1421","Burman","Anand","2100","0","Food & Beverage","5/5/1952","M","149","38",""
"1422","Cao","Ji","2100","0","Manufacturing","1/1/1952","M","230","21",""
"1423","Cheng","Bruce","2100","0","Technology","11/3/1936","M","627","75",""
"1424","Chi","Yufeng","2100","0","Technology","1/1/1971","M","44","21",""
"1425","Chiu","Daniel","2100","0","Energy","11/30/1960","M","253","35",""
"1426","Diethelm","Beda","2100","0","Healthcare","1/1/1941","M","734","74",""
"1427","Dolce","Domenico","2100","0","Fashion & Retail","8/13/1958","M","412","42",""
"1428","Dommermuth","Ralph","2100","0","Technology","11/19/1963","M","421","32",""
"1429","Domuschiev","Georgi","2100","0","Diversified","8/6/1972","M","365","16",""
"1430","Domuschiev","Kiril","2100","0","Diversified","4/18/1969","M","365","16",""
"1431","Ell","Bob","2100","0","Real Estate","12/22/1944","M","619","5",""
"1432","Foster","Paul","2100","0","Energy","10/8/1957","M","173","83",""
"1433","Gabbana","Stefano","2100","0","Fashion & Retail","11/14/1962","M","412","42",""
"1434","Gao","Xingjiang","2100","0","Manufacturing","11/1/1963","M","262","21",""
"1435","Getty","Gordon","2100","0","Energy","12/20/1933","M","557","83",""
"1436","Ghaffarian","Kamal","2100","0","Energy","4/28/1958","M","442","83",""
"1437","Gillings","Dennis","2100","0","Healthcare","4/25/1944","M","161","82",""
"1438","Goenka","Harsh","2100","0","Diversified","12/10/1957","M","431","38",""
"1439","Goenka","Sanjiv","2100","0","Diversified","1/29/1961","M","312","38",""
"1440","Goldman","Jane","2100","0","Real Estate","7/29/1955","F","451","83",""
"1441","Hagen","Stein Erik","2100","0","Fashion & Retail","7/22/1956","M","478","58",""
"1442","Hariri","Bahaa","2100","0","Real Estate","4/26/1966","M","203","46",""
"1443","Herrero","Hortensia","2100","0","Fashion & Retail","5/20/1950","F","662","71",""
"1444","Hsu","Douglas","2100","0","Diversified","8/24/1942","M","627","75",""
"1445","Huang","Min","2100","0","Manufacturing","7/1/1973","M","622","21",""
"1446","Isaacman","Jared","2100","0","Technology","2/11/1983","M","167","83",""
"1447","Kaspersky","Eugene","2100","0","Technology","10/4/1965","M","427","66",""
"1448","Khachatryan","Artem","2100","0","Fashion & Retail","1/3/1975","M","355","66",""
"1449","Krivenko","Andrei","2100","0","Food & Beverage","7/25/1975","M","427","66",""
"1450","Kwok","Thomas","2100","0","Real Estate","10/6/1951","M","253","35",""
"1451","Lam","Wai-ying","2100","0","Manufacturing","1/1/1954","F","253","35",""
"1452","Lasry","Marc","2100","0","Finance & Investments","9/23/1960","M","451","83",""
"1453","Latouche","Christian","2100","1","Finance & Investments","7/18/1940","M","380","30",""
"1454","Leonsis","Theodore","2100","0","Sports","1/8/1956","M","53","83",""
"1455","Lin","Chang Su-O","2100","0","Real Estate","8/1/1940","F","627","75",""
"1456","Liu","Chengyu","2100","1","Manufacturing","7/26/1962","M","589","21",""
"1457","Lomakin","Sergey","2100","0","Fashion & Retail","5/23/1973","M","488","66",""
"1458","Lubetzky","Daniel","2100","0","Food & Beverage","9/28/1968","M","451","83",""
"1459","Ma","Melissa","2100","0","Technology","1/1/1964","F","44","21",""
"1460","Mahindra","Anand","2100","0","Diversified","5/1/1955","M","431","38",""
"1461","Malik","Rafique","2100","0","Fashion & Retail","10/31/1950","M","431","38",""
"1462","Martinson","Katarina","2100","0","Diversified","5/4/1981","F","612","73",""
"1463","Mazumdar-Shaw","Kiran","2100","0","Healthcare","3/23/1953","F","34","38",""
"1464","Minda","Nirmal","2100","0","Automotive","11/7/1957","M","226","38",""
"1465","Mu","Rongjun","2100","0","Technology","1/1/1980","M","44","21",""
"1466","Murtagh","Eugene","2100","0","Manufacturing","6/23/1942","M","305","40",""
"1467","Nesis","Alexander","2100","0","Finance & Investments","12/19/1962","M","427","66",""
"1468","Ni","Zugen","2100","0","Manufacturing","1/18/1957","M","622","21",""
"1469","Perez","Florentino","2100","0","Construction & Engineering","3/8/1947","M","382","71",""
"1470","Pinchuk","Victor","2100","0","Metals & Mining","12/14/1960","M","304","80",""
"1471","Radvinsky","Leonid","2100","0","Technology","5/30/1982","M","657","83",""
"1472","Raveendran","Byju","2100","0","Technology","7/6/1981","M","34","38",""
"1473","Reddy","P.P.","2100","0","Construction & Engineering","8/30/1957","M","263","38",""
"1474","Saghian","Richard","2100","0","Fashion & Retail","8/6/1981","M","369","83",""
"1475","Shi","Yifeng","2100","0","Healthcare","1/1/1974","M","44","21",""
"1476","Shinawatra","Thaksin","2100","0","Finance & Investments","7/26/1949","M","158","77",""
"1477","Springer","Timothy","2100","0","Healthcare","2/23/1948","M","114","83",""
"1478","Srinivasan","Venu","2100","0","Automotive","12/11/1952","M","113","38",""
"1479","Stack","Edward","2100","0","Fashion & Retail","12/27/1954","M","583","83",""
"1480","Sun","Mengquan","2100","1","Food & Beverage","3/1/1950","M","711","21",""
"1481","Svetakov","Alexander","2100","0","Finance & Investments","2/15/1968","M","427","66",""
"1482","Toeller","Torsten","2100","0","Fashion & Retail","4/6/1966","M","315","32",""
"1483","Tyson","Barbara","2100","0","Food & Beverage","3/6/1949","F","182","83",""
"1484","Ulukaya","Hamdi","2100","0","Food & Beverage","10/26/1972","M","465","78",""
"1485","Wang","Linpeng","2100","0","Construction & Engineering","5/1/1968","M","44","21",""
"1486","Wei","Ing-Chou","2100","0","Food & Beverage","7/1/1953","M","644","75",""
"1487","Wei","Yin-Chun","2100","0","Food & Beverage","3/8/1957","M","627","75",""
"1488","Wei","Yin-Heng","2100","0","Food & Beverage","1/1/1959","M","584","75",""
"1489","Wei","Ying-Chiao","2100","0","Food & Beverage","2/4/1955","M","627","75",""
"1490","Wynn","Elaine","2100","0","Gambling & Casinos","4/28/1942","F","339","83",""
"1491","Xu","Xudong","2100","1","Automotive","3/1/1970","M","459","21",""
"1492","Ying","Michael","2100","0","Fashion & Retail","12/1/1949","M","253","35",""
"1493","Yu","Qibing","2100","1","Manufacturing","11/1/1965","M","459","21",""
"1494","Yuan","Fugen","2100","1","Manufacturing","11/15/1950","M","622","21",""
"1495","Zhang","Ning","2100","1","Manufacturing","4/1/1974","F","584","18",""
"1496","Zhao","Tao","2100","0","Healthcare","1/1/1966","M","702","67",""
"1497","Aga","Anu","2000","0","Construction & Engineering","8/1/1942","F","519","38",""
"1498","Al Fayed","Mohamed","2000","0","Fashion & Retail","1/27/1929","M","365","26",""
"1499","Andreev","Andrey","2000","0","Technology","2/3/1974","M","365","82",""
"1500","Ashcroft","Michael","2000","0","Finance & Investments","1/1/1946","M","655","82",""
"1501","Baudis","Pavel","2000","0","Technology","5/15/1960","M","514","24",""
"1502","Beier","Wilhelm","2000","1","Healthcare","4/21/1956","M","657","32",""
"1503","Cao","Jianwei","2000","0","Manufacturing","5/30/1978","M","585","21",""
"1504","Chen","Huwen","2000","0","Manufacturing","7/1/1970","M","584","21",""
"1505","Chiaravanont","Phongthep","2000","0","Diversified","1/1/1952","M","35","77",""
"1506","Dou","Zhenggang","2000","0","Diversified","5/21/1953","M","230","21",""
"1507","Fissolo","Maria Franca","2000","0","Food & Beverage","1/1/1935","F","418","42",""
"1508","Franke","William","2000","0","Diversified","4/15/1937","M","255","83",""
"1509","Giuliani","Mario Germano","2000","0","Healthcare","2/26/1972","M","418","74",""
"1510","Goldman Fowler","Amy","2000","0","Real Estate","4/19/1954","F","535","83",""
"1511","Hancock","John","2000","0","Metals & Mining","1/2/1976","M","365","5",""
"1512","Hu","Yangzhong","2000","0","Technology","3/6/1965","M","230","21",""
"1513","Huang","Dawen","2000","0","Manufacturing","11/1/1960","M","253","35",""
"1514","Huang","Qiaoling","2000","0","Media & Entertainment","11/15/1958","M","230","21",""
"1515","Jain","Rajiv","2000","0","Finance & Investments","1/27/1968","M","189","83",""
"1516","Jordan","Michael","2000","0","Sports","2/17/1963","M","290","83",""
"1517","Kemper","Diane","2000","0","Real Estate","7/21/1945","F","451","83",""
"1518","Kramer","Shlomo","2000","0","Technology","3/14/1966","M","637","41",""
"1519","Kyostila","Heikki","2000","0","Healthcare","1/19/1946","M","238","29",""
"1520","Lau","Martin","2000","0","Technology","4/1/1973","M","253","35",""
"1521","Li","Min","2000","0","Technology","12/26/1965","M","199","21",""
"1522","Liang","Rubo","2000","0","Technology","1/1/1983","M","44","21",""
"1523","Liang","Zhaoxian","2000","0","Manufacturing","1/1/1965","M","191","21",""
"1524","Lin","Fanlian","2000","0","Energy","6/1/1961","M","357","21",""
"1525","Lohia","Aloke","2000","0","Manufacturing","11/27/1958","M","35","38",""
"1526","Malhotra","Bill","2000","0","Real Estate","9/8/1949","M","479","18",""
"1527","Mamut","Alexander","2000","0","Finance & Investments","1/29/1960","M","637","66",""
"1528","McCaw","Craig","2000","0","Telecom","8/11/1949","M","260","83",""
"1529","Nan","Cunhui","2000","0","Manufacturing","7/9/1963","M","681","21",""
"1530","Nie","Tengyun","2000","1","Service","1/24/1976","M","584","21",""
"1531","Oei","Hong Leong","2000","0","Finance & Investments","3/21/1948","M","593","67",""
"1532","Palmer","Clive","2000","0","Metals & Mining","3/26/1954","M","77","5",""
"1533","Prince","Matthew","2000","0","Technology","1/1/1975","M","493","83",""
"1534","Pritzker","Linda","2000","0","Service","9/14/1953","F","416","83",""
"1535","Reddy","P.V. Krishna","2000","0","Construction & Engineering","6/30/1969","M","263","38",""
"1536","Rinehart","Bianca","2000","0","Metals & Mining","3/19/1977","F","77","5",""
"1537","Rinehart","Ginia","2000","0","Metals & Mining","9/6/1986","F","623","5",""
"1538","Sanford","T. Denny","2000","0","Finance & Investments","12/23/1935","M","594","83",""
"1539","Shah","Bhadresh","2000","0","Manufacturing","10/7/1951","M","9","38",""
"1540","Solorz-Zak","Zygmunt","2000","0","Media & Entertainment","8/4/1956","M","674","62",""
"1541","Stroeher","Sylvia","2000","0","Fashion & Retail","5/30/1955","F","144","32",""
"1542","Sugiri","Otto Toto","2000","0","Technology","9/23/1953","M","278","39",""
"1543","Tanenbaum","Larry","2000","0","Sports","7/1/1945","M","650","18",""
"1544","Thongtang","Wichai","2000","0","Finance & Investments","1/1/1947","M","35","77",""
"1545","Tiriac","Ion","2000","0","Finance & Investments","5/9/1939","M","87","65",""
"1546","Welker","Hope","2000","0","Metals & Mining","8/13/1985","F","451","5",""
"1547","Young","William","2000","0","Manufacturing","1/1/1941","M","721","83",""
"1548","Zhang","Fan","2000","0","Technology","12/29/1965","M","589","21",""
"1549","Zhang","Shilong","2000","1","Technology","1/1/1966","M","44","21",""
"1550","Zhang","Wanzhen","2000","0","Manufacturing","12/1/1949","M","108","21",""
"1551","Zhao","Hongfei","2000","0","Technology","6/1/1974","M","44","21",""
"1552","Zhou","Jian","2000","0","Energy","7/1/1976","M","589","21",""
"1553","Zhu","Yiwen","2000","1","Healthcare","1/1/1964","M","584","21",""
"1554","Angelini Rossi","Roberto","1900","0","Diversified","7/30/1948","M","567","20",""
"1555","Anttonen","Mika","1900","0","Energy","12/18/1966","M","238","29",""
"1556","Blitzer","David","1900","0","Sports","9/7/1969","M","451","83",""
"1557","Bozano","Julio","1900","0","Finance & Investments","2/1/1936","M","536","14",""
"1558","Buinov","Nikolai","1900","0","Energy","7/9/1967","M","270","66",""
"1559","Bulgari","Nicola","1900","0","Fashion & Retail","1/16/1941","M","539","42",""
"1560","Butt","Howard","1900","1","Fashion & Retail","4/4/1952","M","554","83",""
"1561","Che","Jianxing","1900","0","Fashion & Retail","7/18/1966","M","584","21",""
"1562","Chen","Huxiong","1900","0","Manufacturing","7/1/1970","M","584","21",""
"1563","Chen","Qiongxiang","1900","0","Energy","1/1/1964","F","460","21",""
"1564","Chen","Zhisong","1900","0","Technology","1/7/1966","M","703","21",""
"1565","Chiaravanond","Manas","1900","0","Diversified","1/1/1949","M","35","77",""
"1566","Chiravanond","Prathip","1900","0","Diversified","10/21/1948","M","35","77",""
"1567","Daitch","Alexandra","1900","0","Food & Beverage","1/1/1963","F","473","83",""
"1568","Daurella","Sol","1900","0","Food & Beverage","1/1/1966","F","382","71",""
"1569","Davis","Mark","1900","0","Sports","5/18/1955","M","239","83",""
"1570","Dinan","James","1900","0","Finance & Investments","5/22/1959","M","462","83",""
"1571","Draexlmaier","Fritz","1900","0","Automotive","1/1/1958","M","335","32",""
"1572","Eczacibasi","Bulent","1900","0","Diversified","12/25/1949","M","274","78",""
